imagen,rotacion,traslacion
0448.jpg,"[[ 0.44550326  0.77163428  0.4539905   0.        ]
 [-0.82218956  0.15194741  0.54855839  0.        ]
 [ 0.35430378 -0.6176508   0.70212272  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -795]
 [   0    1    0  280]
 [   0    0    1 2503]
 [   0    0    0    1]]"
0449.jpg,"[[ 0.86810042  0.10658933  0.48480962  0.        ]
 [ 0.29028136  0.6832569  -0.66999757  0.        ]
 [-0.40266411  0.72235637  0.56219471  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -697]
 [   0    1    0  400]
 [   0    0    1 4509]
 [   0    0    0    1]]"
0450.jpg,"[[ 0.49755252 -0.22152465  0.83867057  0.        ]
 [ 0.75093713  0.59396546 -0.28861472  0.        ]
 [-0.43420607  0.77338985  0.4618801   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  722]
 [   0    1    0  696]
 [   0    0    1 3239]
 [   0    0    0    1]]"
0451.jpg,"[[ 0.51473978 -0.76313311  0.39073113  0.        ]
 [ 0.83615788  0.54754724 -0.03212516  0.        ]
 [-0.18942798  0.34324901  0.91994411  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  263]
 [   0    1    0   -6]
 [   0    0    1 4876]
 [   0    0    0    1]]"
0452.jpg,"[[ 0.84031395  0.33950887  0.42261826  0.        ]
 [-0.54058232  0.58309808  0.60643828  0.        ]
 [-0.04053672 -0.7380585   0.67351794  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -810]
 [   0    1    0   51]
 [   0    0    1 4070]
 [   0    0    0    1]]"
0453.jpg,"[[ 0.78306129 -0.47051069 -0.40673664  0.        ]
 [ 0.61718215  0.66863752  0.41474096  0.        ]
 [ 0.07681932 -0.57579819  0.81397496  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  742]
 [   0    1    0  120]
 [   0    0    1 2174]
 [   0    0    0    1]]"
0454.jpg,"[[ 0.73185479  0.65896501  0.17364818  0.        ]
 [-0.57206571  0.73255866 -0.36891548  0.        ]
 [-0.37030987  0.17065439  0.91309785  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  199]
 [   0    1    0  734]
 [   0    0    1 2314]
 [   0    0    0    1]]"
0455.jpg,"[[ 0.81379768  0.29619813 -0.5         0.        ]
 [-0.49312308  0.80720633 -0.32441883  0.        ]
 [ 0.30751091  0.51057283  0.80296477  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  402]
 [   0    1    0  718]
 [   0    0    1 2508]
 [   0    0    0    1]]"
0456.jpg,"[[ 0.77452347  0.26668982  0.57357644  0.        ]
 [-0.63098664  0.38936018  0.67101007  0.        ]
 [-0.04437627 -0.88163212  0.46984631  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  943]
 [   0    1    0  766]
 [   0    0    1 3642]
 [   0    0    0    1]]"
0457.jpg,"[[ 0.69471383 -0.29488853  0.65605903  0.        ]
 [-0.1994306   0.7973698   0.56958655  0.        ]
 [-0.6910862  -0.5265379   0.49513403  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   50]
 [   0    1    0  259]
 [   0    0    1 4832]
 [   0    0    0    1]]"
0458.jpg,"[[ 0.4980806  -0.36187674  0.78801075  0.        ]
 [ 0.75601968  0.62629005 -0.19024986  0.        ]
 [-0.4246763   0.6905114   0.58552886  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  373]
 [   0    1    0  510]
 [   0    0    1 2196]
 [   0    0    0    1]]"
0459.jpg,"[[ 0.71536663  0.57929247 -0.39073113  0.        ]
 [-0.68408771  0.694574   -0.22269028  0.        ]
 [ 0.14238888  0.42659956  0.89316193  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1290]
 [    0     1     0  -128]
 [    0     0     1  4503]
 [    0     0     0     1]]"
0460.jpg,"[[ 0.91006914  0.07962073  0.40673664  0.        ]
 [-0.37295163  0.58538416  0.71988364  0.        ]
 [-0.18077953 -0.80683699  0.56243474  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  226]
 [   0    1    0 -387]
 [   0    0    1 4920]
 [   0    0    0    1]]"
0461.jpg,"[[ 0.40594171  0.64964253  0.64278761  0.        ]
 [-0.49930555  0.74674946 -0.43938504  0.        ]
 [-0.76544451 -0.14258271  0.62750687  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  761]
 [   0    1    0 -299]
 [   0    0    1 4428]
 [   0    0    0    1]]"
0462.jpg,"[[ 0.58408504 -0.44013964 -0.68199836  0.        ]
 [ 0.76202944  0.5867296   0.27396992  0.        ]
 [ 0.2795636  -0.67972456  0.67809934  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -62]
 [   0    1    0  532]
 [   0    0    1 2518]
 [   0    0    0    1]]"
0463.jpg,"[[ 0.64574699  0.34334977  0.68199836  0.        ]
 [ 0.06732838  0.86410843 -0.49878203  0.        ]
 [-0.76057722  0.36800483  0.53487824  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -367]
 [   0    1    0   23]
 [   0    0    1 4244]
 [   0    0    0    1]]"
0464.jpg,"[[ 0.65595911 -0.75459463  0.01745241  0.        ]
 [ 0.44226277  0.36551054 -0.81902728  0.        ]
 [ 0.61165455  0.54496696  0.57348908  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1039]
 [    0     1     0    33]
 [    0     0     1  2735]
 [    0     0     0     1]]"
0465.jpg,"[[ 0.91865005 -0.24615154 -0.30901699  0.        ]
 [ 0.30232628  0.94152213  0.14877802  0.        ]
 [ 0.2543244  -0.23009889  0.93934743  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -841]
 [   0    1    0  671]
 [   0    0    1 3542]
 [   0    0    0    1]]"
0466.jpg,"[[ 0.68456424 -0.51585616 -0.51503807  0.        ]
 [ 0.65875151  0.74031492  0.13409051  0.        ]
 [ 0.31211896 -0.43107568  0.84661415  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -527]
 [   0    1    0  773]
 [   0    0    1 2280]
 [   0    0    0    1]]"
0467.jpg,"[[ 0.94873979 -0.30826424 -0.06975647  0.        ]
 [ 0.2560747   0.62036184  0.74133456  0.        ]
 [-0.18525268 -0.72119647  0.66750064  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  635]
 [   0    1    0  364]
 [   0    0    1 2766]
 [   0    0    0    1]]"
0468.jpg,"[[ 0.67728132 -0.42321234 -0.60181502  0.        ]
 [ 0.7338626   0.33045611  0.59350185  0.        ]
 [-0.05230385 -0.84361725  0.53439146  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  313]
 [   0    1    0  619]
 [   0    0    1 3866]
 [   0    0    0    1]]"
0469.jpg,"[[ 0.59598229  0.24079248 -0.76604444  0.        ]
 [-0.73810764  0.53996407 -0.40451935  0.        ]
 [ 0.31623126  0.80650963  0.49953979  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  745]
 [   0    1    0 -209]
 [   0    0    1 2134]
 [   0    0    0    1]]"
0470.jpg,"[[ 0.49168912  0.62933337  0.60181502  0.        ]
 [-0.85529695  0.21933125  0.46942617  0.        ]
 [ 0.16342871 -0.74554229  0.6461097   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -873]
 [   0    1    0  -67]
 [   0    0    1 4619]
 [   0    0    0    1]]"
0471.jpg,"[[ 0.7473648  -0.64967431  0.1391731   0.        ]
 [ 0.55782919  0.49976303 -0.66261867  0.        ]
 [ 0.36093276  0.57285269  0.73591259  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -840]
 [   0    1    0  746]
 [   0    0    1 2676]
 [   0    0    0    1]]"
0472.jpg,"[[ 0.43730985  0.75744289  0.48480962  0.        ]
 [-0.6615848   0.63611455 -0.39706904  0.        ]
 [-0.60915157 -0.14710047  0.77929187  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1159]
 [    0     1     0   287]
 [    0     0     1  3495]
 [    0     0     0     1]]"
0473.jpg,"[[ 0.54952518 -0.54952518 -0.62932039  0.        ]
 [ 0.78093766  0.0701573   0.62065636  0.        ]
 [-0.29691488 -0.83252629  0.46769811  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -266]
 [   0    1    0  671]
 [   0    0    1 4270]
 [   0    0    0    1]]"
0474.jpg,"[[ 0.70090317 -0.16181625 -0.69465837  0.        ]
 [-0.00766681  0.97215962 -0.23419413  0.        ]
 [ 0.71321523  0.16947322  0.68014914  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  153]
 [   0    1    0  381]
 [   0    0    1 3057]
 [   0    0    0    1]]"
0475.jpg,"[[ 0.91340632  0.01594357  0.40673664  0.        ]
 [ 0.29054026  0.67430393 -0.67889658  0.        ]
 [-0.28508815  0.7382818   0.61128123  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  486]
 [   0    1    0   34]
 [   0    0    1 2646]
 [   0    0    0    1]]"
0476.jpg,"[[ 0.32868534  0.48729606  0.80901699  0.        ]
 [-0.8042248   0.59352856 -0.0307623   0.        ]
 [-0.49516504 -0.64052041  0.58697971  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1137]
 [    0     1     0   -88]
 [    0     0     1  2741]
 [    0     0     0     1]]"
0477.jpg,"[[ 0.88233531 -0.12400414  0.4539905   0.        ]
 [ 0.39998124  0.70591285 -0.58455288  0.        ]
 [-0.24799075  0.69735932  0.67245116  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1286]
 [    0     1     0   690]
 [    0     0     1  2764]
 [    0     0     0     1]]"
0478.jpg,"[[ 0.37417309  0.41556131  0.82903757  0.        ]
 [-0.72333217  0.69022439 -0.01951555  0.        ]
 [-0.58033186 -0.59236735  0.55885226  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1182]
 [    0     1     0   480]
 [    0     0     1  2570]
 [    0     0     0     1]]"
0479.jpg,"[[ 0.37048739 -0.35777551 -0.8571673   0.        ]
 [ 0.71575404  0.6981211   0.01797457  0.        ]
 [ 0.59197571 -0.62018031  0.51472433  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  915]
 [   0    1    0 -211]
 [   0    0    1 3181]
 [   0    0    0    1]]"
0480.jpg,"[[ 0.98288676  0.12068332  0.1391731   0.        ]
 [-0.06727452  0.93848928 -0.33869163  0.        ]
 [-0.17148689  0.32353271  0.9305476   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  689]
 [   0    1    0 -232]
 [   0    0    1 3708]
 [   0    0    0    1]]"
0481.jpg,"[[ 0.45890228  0.23382239 -0.8571673   0.        ]
 [ 0.05070373  0.95628546  0.28800564  0.        ]
 [ 0.8870388  -0.17562803  0.42698592  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -355]
 [   0    1    0  209]
 [   0    0    1 2780]
 [   0    0    0    1]]"
0482.jpg,"[[ 0.91939724 -0.16211454 -0.35836795  0.        ]
 [ 0.00136245  0.91241916 -0.40925472  0.        ]
 [ 0.39332792  0.3757794   0.83909653  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  223]
 [   0    1    0  -25]
 [   0    0    1 2335]
 [   0    0    0    1]]"
0483.jpg,"[[ 0.58769573  0.01025827  0.80901699  0.        ]
 [-0.35767053  0.90020268  0.24840878  0.        ]
 [-0.72573102 -0.43535032  0.53271435  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  349]
 [   0    1    0  725]
 [   0    0    1 2800]
 [   0    0    0    1]]"
0484.jpg,"[[ 0.62157241 -0.76757801 -0.15643447  0.        ]
 [ 0.50582896  0.24079325  0.82834514  0.        ]
 [-0.59815115 -0.59400557  0.53793362  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  471]
 [   0    1    0  156]
 [   0    0    1 2019]
 [   0    0    0    1]]"
0485.jpg,"[[ 0.59302965 -0.59302965 -0.54463904  0.        ]
 [ 0.28100015  0.78632037 -0.5502174   0.        ]
 [ 0.754556    0.17325158  0.63295271  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -647]
 [   0    1    0 -319]
 [   0    0    1 2109]
 [   0    0    0    1]]"
0486.jpg,"[[ 0.41317591 -0.49240388 -0.76604444  0.        ]
 [ 0.41721201  0.85008244 -0.3213938   0.        ]
 [ 0.80945649 -0.18681076  0.5566704   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  712]
 [   0    1    0  373]
 [   0    0    1 2414]
 [   0    0    0    1]]"
0487.jpg,"[[ 0.54430726 -0.83815967  0.0348995   0.        ]
 [ 0.8353017   0.54535404  0.06971398  0.        ]
 [-0.07746403 -0.00879422  0.99695636  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -17]
 [   0    1    0  610]
 [   0    0    1 4916]
 [   0    0    0    1]]"
0488.jpg,"[[ 0.38119202  0.36811285  0.8480481   0.        ]
 [-0.70519914  0.70894896  0.00924837  0.        ]
 [-0.59781838 -0.6015682   0.52983855  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -257]
 [   0    1    0 -150]
 [   0    0    1 2844]
 [   0    0    0    1]]"
0489.jpg,"[[ 0.96085287  0.13503907 -0.2419219   0.        ]
 [ 0.01375744  0.84884615  0.52846093  0.        ]
 [ 0.27671734 -0.51110143  0.81375847  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -197]
 [   0    1    0  549]
 [   0    0    1 4709]
 [   0    0    0    1]]"
0490.jpg,"[[ 0.36990524 -0.45679494  0.80901699  0.        ]
 [ 0.88955669 -0.0771114  -0.45026963  0.        ]
 [ 0.26806532  0.88622357  0.37782108  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  645]
 [   0    1    0 -237]
 [   0    0    1 3332]
 [   0    0    0    1]]"
0491.jpg,"[[ 0.68617916  0.36484793 -0.62932039  0.        ]
 [-0.46947156  0.88294759  0.          0.        ]
 [ 0.55565692  0.29544803  0.77714596  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -480]
 [   0    1    0  734]
 [   0    0    1 2387]
 [   0    0    0    1]]"
0492.jpg,"[[ 0.92846618  0.35640477  0.10452846  0.        ]
 [-0.3695369   0.85814807  0.35640477  0.        ]
 [ 0.03732346 -0.3695369   0.92846618  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1292]
 [    0     1     0  -471]
 [    0     0     1  2346]
 [    0     0     0     1]]"
0493.jpg,"[[ 0.93631685 -0.13159075  0.32556815  0.        ]
 [-0.08287643  0.81813168  0.56902728  0.        ]
 [-0.34123635 -0.55977176  0.75512471  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -351]
 [   0    1    0  503]
 [   0    0    1 3633]
 [   0    0    0    1]]"
0494.jpg,"[[ 0.89087082  0.01555021  0.4539905   0.        ]
 [ 0.30863015  0.71260165 -0.63003676  0.        ]
 [-0.33331158  0.70139652  0.63003676  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -295]
 [   0    1    0  357]
 [   0    0    1 4127]
 [   0    0    0    1]]"
0495.jpg,"[[ 0.53271435 -0.7332184   0.42261826  0.        ]
 [ 0.80051952  0.27456133 -0.53271435  0.        ]
 [ 0.27456133  0.62209875  0.7332184   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  159]
 [   0    1    0   90]
 [   0    0    1 3747]
 [   0    0    0    1]]"
0496.jpg,"[[ 0.65176944 -0.42326403  0.62932039  0.        ]
 [ 0.28287997  0.90557367  0.31609374  0.        ]
 [-0.70368708 -0.02799811  0.70995816  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  753]
 [   0    1    0   27]
 [   0    0    1 4036]
 [   0    0    0    1]]"
0497.jpg,"[[ 0.40957602  0.70940648 -0.57357644  0.        ]
 [-0.90022676  0.4161382  -0.12814361  0.        ]
 [ 0.14778116  0.56883341  0.80906692  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -144]
 [   0    1    0  705]
 [   0    0    1 2696]
 [   0    0    0    1]]"
0498.jpg,"[[ 0.69840112 -0.11061587 -0.70710678  0.        ]
 [ 0.35379175  0.91219011  0.20673802  0.        ]
 [ 0.6221473  -0.39455461  0.67620958  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -188]
 [   0    1    0  232]
 [   0    0    1 2511]
 [   0    0    0    1]]"
0499.jpg,"[[ 0.7053843   0.7053843  -0.06975647  0.        ]
 [-0.56602055  0.50129997 -0.6544609   0.        ]
 [-0.42667753  0.50113005  0.75287115  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  285]
 [   0    1    0 -177]
 [   0    0    1 3225]
 [   0    0    0    1]]"
0500.jpg,"[[ 0.71537187  0.15205698 -0.68199836  0.        ]
 [-0.14897936  0.98678374  0.06374168  0.        ]
 [ 0.68267726  0.05600468  0.72857068  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1111]
 [    0     1     0   760]
 [    0     0     1  4520]
 [    0     0     0     1]]"
0501.jpg,"[[ 0.86391581 -0.49878203  0.06975647  0.        ]
 [ 0.47868463  0.77014539 -0.42158878  0.        ]
 [ 0.15655828  0.39760857  0.90410007  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -789]
 [   0    1    0  506]
 [   0    0    1 3661]
 [   0    0    0    1]]"
0502.jpg,"[[ 0.89559083  0.36184218 -0.25881905  0.        ]
 [-0.44272231  0.78211007 -0.43852115  0.        ]
 [ 0.04374953  0.50732048  0.86064621  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   86]
 [   0    1    0   71]
 [   0    0    1 2615]
 [   0    0    0    1]]"
0503.jpg,"[[ 0.91560836 -0.21138485 -0.34202014  0.        ]
 [ 0.03518179  0.88950344 -0.45557202  0.        ]
 [ 0.40052912  0.40509267  0.82187368  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  118]
 [   0    1    0  -47]
 [   0    0    1 4005]
 [   0    0    0    1]]"
0504.jpg,"[[ 0.84031395 -0.39184483  0.37460659  0.        ]
 [ 0.49219932  0.84108657 -0.22430608  0.        ]
 [-0.2271834   0.37286864  0.89964253  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -720]
 [   0    1    0  658]
 [   0    0    1 2530]
 [   0    0    0    1]]"
0505.jpg,"[[ 0.70699909 -0.70699909  0.01745241  0.        ]
 [ 0.54960768  0.53374276 -0.64268971  0.        ]
 [ 0.44506594  0.46397301  0.76592777  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -458]
 [   0    1    0 -462]
 [   0    0    1 2546]
 [   0    0    0    1]]"
0506.jpg,"[[ 0.83815967 -0.02926918  0.54463904  0.        ]
 [ 0.37660853  0.75335992 -0.53908705  0.        ]
 [-0.39453058  0.65695673  0.64245893  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  974]
 [   0    1    0  -83]
 [   0    0    1 2276]
 [   0    0    0    1]]"
0507.jpg,"[[ 0.63337088 -0.36567685  0.68199836  0.        ]
 [ 0.2930142   0.92901365  0.22600072  0.        ]
 [-0.71622902  0.05669292  0.6955587   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   57]
 [   0    1    0  520]
 [   0    0    1 4787]
 [   0    0    0    1]]"
